New_Customer_ID,Email,Cluster_S1,Cluster_S2
29633,Gina56@gmail.com,Cluster 3,Cluster 1
51503,Renee25@gmail.com,Cluster 4,Cluster 1
51845,Richard78@gmail.com,Cluster 3,Cluster 1
11730,Alison89@gmail.com,Cluster 4,Cluster 1
40724,Kristopher39@gmail.com,Cluster 3,Cluster 1
26430,Eddie29@gmail.com,Cluster 4,Cluster 1
18630,Caroline66@gmail.com,Cluster 3,Cluster 1
56657,Stephanie82@gmail.com,Cluster 3,Cluster 1
52536,Rodney37@gmail.com,Cluster 3,Cluster 1
50922,Randy85@gmail.com,Cluster 4,Cluster 1
19766,Chelsea44@gmail.com,Cluster 3,Cluster 1
48273,Nathan73@gmail.com,Cluster 3,Cluster 1
22061,Courtney99@gmail.com,Cluster 4,Cluster 1
26715,Edwin32@gmail.com,Cluster 3,Cluster 1
57107,Susan27@gmail.com,Cluster 3,Cluster 1
36888,Joy49@gmail.com,Cluster 3,Cluster 1
25246,Diane27@gmail.com,Cluster 3,Cluster 1
10115,Abigail23@gmail.com,Cluster 4,Cluster 1
25625,Donald76@gmail.com,Cluster 4,Cluster 1
55712,Sherry55@gmail.com,Cluster 3,Cluster 1
50348,Phillip88@gmail.com,Cluster 4,Cluster 1
14262,Audrey90@gmail.com,Cluster 3,Cluster 1
51126,Raymond8@gmail.com,Cluster 4,Cluster 1
58152,Teresa10@gmail.com,Cluster 3,Cluster 1
49264,Pam66@gmail.com,Cluster 3,Cluster 1
13234,Ann8@gmail.com,Cluster 3,Cluster 1
26274,Dylan40@gmail.com,Cluster 3,Cluster 1
25309,Diane84@gmail.com,Cluster 3,Cluster 1
28113,Evelyn39@gmail.com,Cluster 3,Cluster 1
38579,Kathy29@gmail.com,Cluster 3,Cluster 1
26958,Elizabeth19@gmail.com,Cluster 3,Cluster 1
39263,Kelly66@gmail.com,Cluster 3,Cluster 1
50028,Penny96@gmail.com,Cluster 3,Cluster 1
38006,Kari4@gmail.com,Cluster 3,Cluster 1
11523,Alicia28@gmail.com,Cluster 3,Cluster 1
11512,Alicia16@gmail.com,Cluster 3,Cluster 1
20564,Christopher46@gmail.com,Cluster 3,Cluster 1
44214,Marcus91@gmail.com,Cluster 3,Cluster 1
48657,Nicole27@gmail.com,Cluster 3,Cluster 1
42541,Lindsey56@gmail.com,Cluster 4,Cluster 1
60563,Vanessa55@gmail.com,Cluster 3,Cluster 1
40407,Kristie38@gmail.com,Cluster 3,Cluster 1
46849,Michele40@gmail.com,Cluster 3,Cluster 1
38782,Katrina33@gmail.com,Cluster 3,Cluster 1
36599,Jose52@gmail.com,Cluster 3,Cluster 1
28498,Francisco60@gmail.com,Cluster 3,Cluster 1
30643,Harold45@gmail.com,Cluster 3,Cluster 1
46329,Melody27@gmail.com,Cluster 3,Cluster 1
15137,Betty33@gmail.com,Cluster 3,Cluster 1
23094,Danielle38@gmail.com,Cluster 4,Cluster 1
21483,Colleen83@gmail.com,Cluster 4,Cluster 1
51066,Raymond35@gmail.com,Cluster 3,Cluster 1
17244,Brooke32@gmail.com,Cluster 3,Cluster 1
18312,Carlos59@gmail.com,Cluster 4,Cluster 1
12527,Andre97@gmail.com,Cluster 3,Cluster 1
59847,Tracy84@gmail.com,Cluster 3,Cluster 1
61775,Whitney13@gmail.com,Cluster 3,Cluster 1
58998,Tina30@gmail.com,Cluster 3,Cluster 1
57104,Susan24@gmail.com,Cluster 3,Cluster 1
37991,Kari29@gmail.com,Cluster 4,Cluster 1
28055,Evan68@gmail.com,Cluster 3,Cluster 1
17176,Brittney61@gmail.com,Cluster 3,Cluster 1
51497,Renee1@gmail.com,Cluster 3,Cluster 1
18501,Carol32@gmail.com,Cluster 3,Cluster 1
45093,Martin4@gmail.com,Cluster 4,Cluster 1
37529,Justin10@gmail.com,Cluster 4,Cluster 1
37561,Justin3@gmail.com,Cluster 3,Cluster 1
19584,Charles87@gmail.com,Cluster 3,Cluster 1
24193,Deborah17@gmail.com,Cluster 3,Cluster 1
13758,April3@gmail.com,Cluster 3,Cluster 1
28550,Frank29@gmail.com,Cluster 3,Cluster 1
40591,Kristina68@gmail.com,Cluster 4,Cluster 1
14843,Benjamin49@gmail.com,Cluster 1,Cluster 2
54020,Sarah52@gmail.com,Cluster 4,Cluster 1
16607,Brett35@gmail.com,Cluster 4,Cluster 1
17358,Bruce52@gmail.com,Cluster 4,Cluster 1
46364,Melvin100@gmail.com,Cluster 3,Cluster 1
58840,Tim51@gmail.com,Cluster 4,Cluster 1
47599,Molly68@gmail.com,Cluster 4,Cluster 1
57859,Tanya49@gmail.com,Cluster 3,Cluster 1
50283,Phillip28@gmail.com,Cluster 4,Cluster 1
13458,Annette30@gmail.com,Cluster 3,Cluster 1
14962,Beth36@gmail.com,Cluster 3,Cluster 1
61531,Wayne51@gmail.com,Cluster 3,Cluster 1
50330,Phillip70@gmail.com,Cluster 4,Cluster 1
23230,Danny76@gmail.com,Cluster 3,Cluster 1
36096,Johnny68@gmail.com,Cluster 3,Cluster 1
46085,Melanie67@gmail.com,Cluster 3,Cluster 1
28642,Franklin48@gmail.com,Cluster 3,Cluster 1
30370,Hailey17@gmail.com,Cluster 3,Cluster 1
53793,Sandra6@gmail.com,Cluster 3,Cluster 1
24000,Deanna18@gmail.com,Cluster 3,Cluster 1
38228,Katelyn64@gmail.com,Cluster 4,Cluster 1
31124,Helen67@gmail.com,Cluster 3,Cluster 1
44114,Marco65@gmail.com,Cluster 3,Cluster 1
49805,Paula4@gmail.com,Cluster 3,Cluster 1
11854,Allison24@gmail.com,Cluster 3,Cluster 1
46601,Michael37@gmail.com,Cluster 3,Cluster 1
32678,Jane22@gmail.com,Cluster 4,Cluster 1
59582,Tracey1@gmail.com,Cluster 3,Cluster 1
50746,Ralph92@gmail.com,Cluster 3,Cluster 1
49488,Patricia6@gmail.com,Cluster 3,Cluster 1
57181,Susan94@gmail.com,Cluster 3,Cluster 1
39110,Kelli1@gmail.com,Cluster 4,Cluster 1
49046,Omar52@gmail.com,Cluster 3,Cluster 1
62140,Yesenia32@gmail.com,Cluster 4,Cluster 1
22902,Dana44@gmail.com,Cluster 3,Cluster 1
11720,Alison7@gmail.com,Cluster 3,Cluster 1
54633,Shannon15@gmail.com,Cluster 3,Cluster 1
42216,Leslie63@gmail.com,Cluster 3,Cluster 1
39653,Kerry11@gmail.com,Cluster 3,Cluster 1
46707,Michaela69@gmail.com,Cluster 3,Cluster 1
58751,Tiffany42@gmail.com,Cluster 3,Cluster 1
30729,Harry71@gmail.com,Cluster 3,Cluster 1
53624,Samantha98@gmail.com,Cluster 3,Cluster 1
61079,Victoria87@gmail.com,Cluster 3,Cluster 1
21014,Clayton24@gmail.com,Cluster 3,Cluster 1
39030,Keith32@gmail.com,Cluster 3,Cluster 1
38247,Katelyn88@gmail.com,Cluster 3,Cluster 1
28951,Gabriella99@gmail.com,Cluster 3,Cluster 1
48122,Natasha1@gmail.com,Cluster 3,Cluster 1
54949,Shawn19@gmail.com,Cluster 4,Cluster 1
53623,Samantha97@gmail.com,Cluster 4,Cluster 1
60258,Tyler14@gmail.com,Cluster 3,Cluster 1
27759,Erin76@gmail.com,Cluster 3,Cluster 1
57637,Tammie48@gmail.com,Cluster 4,Cluster 1
11282,Alexandria7@gmail.com,Cluster 4,Cluster 1
50297,Phillip40@gmail.com,Cluster 3,Cluster 1
29967,Grace25@gmail.com,Cluster 3,Cluster 1
34625,Jesse87@gmail.com,Cluster 3,Cluster 1
50484,Priscilla81@gmail.com,Cluster 3,Cluster 1
56796,Steve33@gmail.com,Cluster 3,Cluster 1
11057,Alexander2@gmail.com,Cluster 4,Cluster 1
22282,Crystal59@gmail.com,Cluster 3,Cluster 1
46298,Melissa81@gmail.com,Cluster 3,Cluster 1
45173,Marvin46@gmail.com,Cluster 3,Cluster 1
39328,Kelsey36@gmail.com,Cluster 3,Cluster 1
51602,Rhonda25@gmail.com,Cluster 4,Cluster 1
53744,Sandra25@gmail.com,Cluster 3,Cluster 1
24497,Dennis21@gmail.com,Cluster 3,Cluster 1
38732,Katie78@gmail.com,Cluster 3,Cluster 1
29059,Gail59@gmail.com,Cluster 3,Cluster 1
56980,Stuart57@gmail.com,Cluster 3,Cluster 1
31126,Helen6@gmail.com,Cluster 3,Cluster 1
62424,Zachary51@gmail.com,Cluster 4,Cluster 1
40083,Kirk75@gmail.com,Cluster 3,Cluster 1
12733,Andrew58@gmail.com,Cluster 4,Cluster 1
10507,Aimee38@gmail.com,Cluster 3,Cluster 1
22906,Dana48@gmail.com,Cluster 3,Cluster 1
35098,Jimmy50@gmail.com,Cluster 4,Cluster 1
34865,Jill39@gmail.com,Cluster 3,Cluster 1
25884,Douglas28@gmail.com,Cluster 3,Cluster 1
56741,Stephen68@gmail.com,Cluster 3,Cluster 1
19208,Catherine6@gmail.com,Cluster 3,Cluster 1
27916,Ethan78@gmail.com,Cluster 3,Cluster 1
54868,Sharon91@gmail.com,Cluster 3,Cluster 1
41449,Latoya8@gmail.com,Cluster 4,Cluster 1
36806,Joshua59@gmail.com,Cluster 3,Cluster 1
23537,Darren51@gmail.com,Cluster 3,Cluster 1
47646,Monica23@gmail.com,Cluster 3,Cluster 1
33336,Jay2@gmail.com,Cluster 4,Cluster 1
33756,Jeffery89@gmail.com,Cluster 3,Cluster 1
34560,Jesse28@gmail.com,Cluster 4,Cluster 1
42495,Lindsey13@gmail.com,Cluster 4,Cluster 1
34363,Jermaine80@gmail.com,Cluster 3,Cluster 1
56246,Stacey31@gmail.com,Cluster 4,Cluster 1
51957,Ricky23@gmail.com,Cluster 4,Cluster 1
42478,Lindsay89@gmail.com,Cluster 4,Cluster 1
10631,Alan96@gmail.com,Cluster 3,Cluster 1
27807,Ernest40@gmail.com,Cluster 4,Cluster 1
14520,Barbara29@gmail.com,Cluster 3,Cluster 1
48268,Nathan69@gmail.com,Cluster 3,Cluster 1
29369,George16@gmail.com,Cluster 3,Cluster 1
33385,Jay83@gmail.com,Cluster 3,Cluster 1
21204,Cody29@gmail.com,Cluster 4,Cluster 1
29563,Gilbert47@gmail.com,Cluster 3,Cluster 1
55745,Sherry86@gmail.com,Cluster 4,Cluster 1
59339,Toni59@gmail.com,Cluster 3,Cluster 1
48635,Nicolas92@gmail.com,Cluster 4,Cluster 1
18279,Carlos28@gmail.com,Cluster 3,Cluster 1
24645,Derek68@gmail.com,Cluster 3,Cluster 1
26123,Dustin50@gmail.com,Cluster 3,Cluster 1
58108,Taylor61@gmail.com,Cluster 3,Cluster 1
52868,Ronnie93@gmail.com,Cluster 3,Cluster 1
52786,Ronald90@gmail.com,Cluster 4,Cluster 1
39273,Kelly75@gmail.com,Cluster 4,Cluster 1
56113,Sophia49@gmail.com,Cluster 3,Cluster 1
52835,Ronnie52@gmail.com,Cluster 3,Cluster 1
16627,Brett55@gmail.com,Cluster 3,Cluster 1
51790,Richard28@gmail.com,Cluster 3,Cluster 1
59507,Tonya41@gmail.com,Cluster 3,Cluster 1
13727,April10@gmail.com,Cluster 3,Cluster 1
27498,Erik13@gmail.com,Cluster 3,Cluster 1
46520,Meredith81@gmail.com,Cluster 3,Cluster 1
53323,Ryan43@gmail.com,Cluster 3,Cluster 1
37296,Julia43@gmail.com,Cluster 3,Cluster 1
46502,Meredith61@gmail.com,Cluster 3,Cluster 1
32126,Jacob25@gmail.com,Cluster 3,Cluster 1
12030,Alyssa58@gmail.com,Cluster 4,Cluster 1
12628,Andrea98@gmail.com,Cluster 3,Cluster 1
24838,Desiree85@gmail.com,Cluster 3,Cluster 1
39504,Kenneth30@gmail.com,Cluster 3,Cluster 1
25705,Donna58@gmail.com,Cluster 3,Cluster 1
12348,Amy76@gmail.com,Cluster 3,Cluster 1
29085,Gail95@gmail.com,Cluster 3,Cluster 1
26261,Dylan28@gmail.com,Cluster 4,Cluster 1
14349,Austin7@gmail.com,Cluster 3,Cluster 1
60715,Veronica72@gmail.com,Cluster 4,Cluster 1
55639,Sherri72@gmail.com,Cluster 4,Cluster 1
59724,Traci92@gmail.com,Cluster 4,Cluster 1
58159,Teresa17@gmail.com,Cluster 3,Cluster 1
49729,Paul70@gmail.com,Cluster 3,Cluster 1
43960,Marc100@gmail.com,Cluster 3,Cluster 1
51722,Ricardo4@gmail.com,Cluster 3,Cluster 1
29984,Grace47@gmail.com,Cluster 3,Cluster 1
12975,Angelica30@gmail.com,Cluster 3,Cluster 1
56285,Stacey68@gmail.com,Cluster 4,Cluster 1
12734,Andrew59@gmail.com,Cluster 3,Cluster 1
11374,Alexis78@gmail.com,Cluster 3,Cluster 1
24512,Dennis35@gmail.com,Cluster 4,Cluster 1
44268,Margaret50@gmail.com,Cluster 4,Cluster 1
47073,Miguel67@gmail.com,Cluster 3,Cluster 1
18772,Carrie20@gmail.com,Cluster 3,Cluster 1
10090,Aaron91@gmail.com,Cluster 3,Cluster 1
38299,Katherine46@gmail.com,Cluster 3,Cluster 1
18241,Carla84@gmail.com,Cluster 4,Cluster 1
32804,Janet70@gmail.com,Cluster 3,Cluster 1
33481,Jeanette30@gmail.com,Cluster 3,Cluster 1
36244,Jonathan35@gmail.com,Cluster 4,Cluster 1
56621,Stephanie4@gmail.com,Cluster 3,Cluster 1
16245,Brandy91@gmail.com,Cluster 3,Cluster 1
25929,Douglas69@gmail.com,Cluster 4,Cluster 1
32153,Jacob4@gmail.com,Cluster 3,Cluster 1
55162,Sheila57@gmail.com,Cluster 4,Cluster 1
52921,Rose76@gmail.com,Cluster 3,Cluster 1
62494,Zoe37@gmail.com,Cluster 3,Cluster 1
12610,Andrea81@gmail.com,Cluster 3,Cluster 1
35439,Joanne51@gmail.com,Cluster 4,Cluster 1
47254,Mindy59@gmail.com,Cluster 3,Cluster 1
22295,Crystal70@gmail.com,Cluster 3,Cluster 1
54206,Scott65@gmail.com,Cluster 3,Cluster 1
30403,Hailey66@gmail.com,Cluster 4,Cluster 1
48470,Nicholas46@gmail.com,Cluster 3,Cluster 1
29178,Gary22@gmail.com,Cluster 3,Cluster 1
36451,Jordan88@gmail.com,Cluster 3,Cluster 1
34018,Jennifer5@gmail.com,Cluster 3,Cluster 1
10940,Alex60@gmail.com,Cluster 4,Cluster 1
11174,Alexandra45@gmail.com,Cluster 4,Cluster 1
30494,Haley83@gmail.com,Cluster 3,Cluster 1
45605,Maurice2@gmail.com,Cluster 3,Cluster 1
45854,Megan2@gmail.com,Cluster 3,Cluster 1
49437,Patricia23@gmail.com,Cluster 3,Cluster 1
52737,Ronald46@gmail.com,Cluster 3,Cluster 1
23087,Danielle31@gmail.com,Cluster 4,Cluster 1
59982,Trevor26@gmail.com,Cluster 3,Cluster 1
31498,Hunter82@gmail.com,Cluster 3,Cluster 1
35526,Jocelyn96@gmail.com,Cluster 4,Cluster 1
56765,Stephen8@gmail.com,Cluster 3,Cluster 1
39333,Kelsey40@gmail.com,Cluster 4,Cluster 1
27872,Ethan27@gmail.com,Cluster 3,Cluster 1
50253,Philip91@gmail.com,Cluster 3,Cluster 1
59068,Tina94@gmail.com,Cluster 3,Cluster 1
58236,Teresa87@gmail.com,Cluster 3,Cluster 1
18992,Cassandra52@gmail.com,Cluster 3,Cluster 1
57486,Tamara22@gmail.com,Cluster 4,Cluster 1
57158,Susan73@gmail.com,Cluster 3,Cluster 1
41911,Leah69@gmail.com,Cluster 4,Cluster 1
11103,Alexander71@gmail.com,Cluster 4,Cluster 1
30906,Heather80@gmail.com,Cluster 3,Cluster 1
36988,Joyce84@gmail.com,Cluster 3,Cluster 1
30547,Hannah42@gmail.com,Cluster 3,Cluster 1
35658,Jody67@gmail.com,Cluster 3,Cluster 1
41306,Larry59@gmail.com,Cluster 4,Cluster 1
19166,Catherine31@gmail.com,Cluster 3,Cluster 1
31806,Isaiah52@gmail.com,Cluster 4,Cluster 1
39267,Kelly6@gmail.com,Cluster 4,Cluster 1
54541,Shane1@gmail.com,Cluster 3,Cluster 1
57964,Tara56@gmail.com,Cluster 4,Cluster 1
20274,Christian94@gmail.com,Cluster 3,Cluster 1
50069,Peter11@gmail.com,Cluster 3,Cluster 1
16731,Brian59@gmail.com,Cluster 4,Cluster 1
37027,Juan2@gmail.com,Cluster 3,Cluster 1
45604,Maurice29@gmail.com,Cluster 4,Cluster 1
16500,Brent23@gmail.com,Cluster 4,Cluster 1
26759,Edwin78@gmail.com,Cluster 3,Cluster 1
56754,Stephen7@gmail.com,Cluster 4,Cluster 1
28117,Evelyn44@gmail.com,Cluster 3,Cluster 1
45060,Martin19@gmail.com,Cluster 4,Cluster 1
62491,Zoe34@gmail.com,Cluster 3,Cluster 1
12175,Amber100@gmail.com,Cluster 3,Cluster 1
42190,Leslie3@gmail.com,Cluster 3,Cluster 1
61959,William96@gmail.com,Cluster 3,Cluster 1
39757,Kevin62@gmail.com,Cluster 3,Cluster 1
41045,Kyle76@gmail.com,Cluster 3,Cluster 1
35823,Joel66@gmail.com,Cluster 4,Cluster 1
39630,Kerri34@gmail.com,Cluster 3,Cluster 1
13271,Anna32@gmail.com,Cluster 3,Cluster 1
14632,Barry50@gmail.com,Cluster 4,Cluster 1
59044,Tina72@gmail.com,Cluster 3,Cluster 1
61604,Wendy31@gmail.com,Cluster 4,Cluster 1
29566,Gilbert51@gmail.com,Cluster 3,Cluster 1
27752,Erin6@gmail.com,Cluster 3,Cluster 1
40825,Kristy85@gmail.com,Cluster 3,Cluster 1
22610,Dakota84@gmail.com,Cluster 3,Cluster 1
29053,Gail50@gmail.com,Cluster 3,Cluster 1
40863,Krystal44@gmail.com,Cluster 3,Cluster 1
24493,Dennis18@gmail.com,Cluster 3,Cluster 1
10247,Adam56@gmail.com,Cluster 4,Cluster 1
29893,Gloria73@gmail.com,Cluster 3,Cluster 1
17235,Brooke24@gmail.com,Cluster 3,Cluster 1
29982,Grace44@gmail.com,Cluster 3,Cluster 1
44011,Marc62@gmail.com,Cluster 3,Cluster 1
28655,Franklin89@gmail.com,Cluster 3,Cluster 1
20457,Christine3@gmail.com,Cluster 4,Cluster 1
61146,Vincent60@gmail.com,Cluster 3,Cluster 1
35415,Joanne14@gmail.com,Cluster 3,Cluster 1
23169,Danny15@gmail.com,Cluster 3,Cluster 1
42550,Lindsey64@gmail.com,Cluster 3,Cluster 1
34582,Jesse48@gmail.com,Cluster 3,Cluster 1
53314,Ryan35@gmail.com,Cluster 4,Cluster 1
43027,Louis42@gmail.com,Cluster 3,Cluster 1
46206,Melinda89@gmail.com,Cluster 3,Cluster 1
40698,Kristine97@gmail.com,Cluster 4,Cluster 1
17107,Brittany83@gmail.com,Cluster 4,Cluster 1
45080,Martin38@gmail.com,Cluster 3,Cluster 1
51598,Rhonda21@gmail.com,Cluster 3,Cluster 1
26354,Earl59@gmail.com,Cluster 4,Cluster 1
50155,Peter8@gmail.com,Cluster 4,Cluster 1
50329,Phillip6@gmail.com,Cluster 3,Cluster 1
34568,Jesse35@gmail.com,Cluster 4,Cluster 1
10656,Albert31@gmail.com,Cluster 3,Cluster 1
25222,Diana96@gmail.com,Cluster 4,Cluster 1
33901,Jenna40@gmail.com,Cluster 4,Cluster 1
28222,Felicia27@gmail.com,Cluster 4,Cluster 1
50224,Philip64@gmail.com,Cluster 3,Cluster 1
27243,Emma46@gmail.com,Cluster 3,Cluster 1
42032,Leon38@gmail.com,Cluster 3,Cluster 1
40609,Kristina84@gmail.com,Cluster 3,Cluster 1
50142,Peter78@gmail.com,Cluster 3,Cluster 1
53316,Ryan37@gmail.com,Cluster 3,Cluster 1
40271,Kristen55@gmail.com,Cluster 3,Cluster 1
60971,Victor7@gmail.com,Cluster 3,Cluster 1
26039,Duane39@gmail.com,Cluster 3,Cluster 1
51843,Richard76@gmail.com,Cluster 1,Cluster 2
29837,Gloria10@gmail.com,Cluster 3,Cluster 1
11122,Alexander89@gmail.com,Cluster 3,Cluster 2
12182,Amber16@gmail.com,Cluster 3,Cluster 1
60719,Veronica76@gmail.com,Cluster 3,Cluster 1
12831,Angel6@gmail.com,Cluster 4,Cluster 1
19042,Cassandra99@gmail.com,Cluster 4,Cluster 1
17329,Bruce26@gmail.com,Cluster 3,Cluster 1
33008,Jared88@gmail.com,Cluster 3,Cluster 1
18776,Carrie24@gmail.com,Cluster 3,Cluster 1
41498,Laura46@gmail.com,Cluster 1,Cluster 2
43030,Louis45@gmail.com,Cluster 3,Cluster 1
62035,Willie8@gmail.com,Cluster 3,Cluster 1
33992,Jennifer36@gmail.com,Cluster 3,Cluster 1
16241,Brandy88@gmail.com,Cluster 3,Cluster 1
35318,Joann88@gmail.com,Cluster 3,Cluster 1
44325,Maria11@gmail.com,Cluster 1,Cluster 2
26459,Eddie64@gmail.com,Cluster 3,Cluster 1
13346,Anne10@gmail.com,Cluster 3,Cluster 1
21859,Corey8@gmail.com,Cluster 3,Cluster 1
55008,Shawn72@gmail.com,Cluster 1,Cluster 2
55634,Sherri66@gmail.com,Cluster 1,Cluster 2
12934,Angela79@gmail.com,Cluster 3,Cluster 1
38857,Kayla18@gmail.com,Cluster 1,Cluster 2
12129,Amanda59@gmail.com,Cluster 1,Cluster 2
32389,Jaime65@gmail.com,Cluster 3,Cluster 1
44257,Margaret40@gmail.com,Cluster 1,Cluster 2
54708,Shannon83@gmail.com,Cluster 3,Cluster 1
16536,Brent58@gmail.com,Cluster 3,Cluster 1
28237,Felicia41@gmail.com,Cluster 1,Cluster 2
26267,Dylan34@gmail.com,Cluster 3,Cluster 1
19928,Cheryl67@gmail.com,Cluster 1,Cluster 2
43663,Madison64@gmail.com,Cluster 3,Cluster 1
49502,Patricia82@gmail.com,Cluster 3,Cluster 1
19268,Cathy35@gmail.com,Cluster 1,Cluster 2
53529,Samantha11@gmail.com,Cluster 1,Cluster 2
47132,Mikayla61@gmail.com,Cluster 1,Cluster 2
47921,Nancy17@gmail.com,Cluster 3,Cluster 1
41289,Larry43@gmail.com,Cluster 3,Cluster 1
57425,Tabitha12@gmail.com,Cluster 3,Cluster 1
10266,Adam73@gmail.com,Cluster 3,Cluster 1
16407,Brenda82@gmail.com,Cluster 3,Cluster 1
53760,Sandra3@gmail.com,Cluster 1,Cluster 2
13478,Annette4@gmail.com,Cluster 3,Cluster 1
54551,Shane29@gmail.com,Cluster 3,Cluster 1
43255,Luis90@gmail.com,Cluster 1,Cluster 2
30331,Gwendolyn43@gmail.com,Cluster 1,Cluster 2
54288,Sean49@gmail.com,Cluster 3,Cluster 1
50628,Rachel53@gmail.com,Cluster 1,Cluster 2
41502,Laura4@gmail.com,Cluster 3,Cluster 1
13393,Anne58@gmail.com,Cluster 1,Cluster 2
35702,Joe31@gmail.com,Cluster 3,Cluster 1
49681,Paul27@gmail.com,Cluster 3,Cluster 1
62227,Yolanda62@gmail.com,Cluster 3,Cluster 1
59432,Tony63@gmail.com,Cluster 1,Cluster 2
61011,Victoria25@gmail.com,Cluster 3,Cluster 1
60766,Vicki33@gmail.com,Cluster 1,Cluster 2
40458,Kristin34@gmail.com,Cluster 3,Cluster 1
14830,Benjamin37@gmail.com,Cluster 3,Cluster 1
61085,Victoria92@gmail.com,Cluster 3,Cluster 1
49436,Patricia22@gmail.com,Cluster 3,Cluster 2
56372,Stacy1@gmail.com,Cluster 4,Cluster 1
23412,Darrell10@gmail.com,Cluster 3,Cluster 1
42532,Lindsey48@gmail.com,Cluster 3,Cluster 1
51974,Ricky39@gmail.com,Cluster 3,Cluster 1
61602,Wendy2@gmail.com,Cluster 3,Cluster 1
44302,Margaret81@gmail.com,Cluster 1,Cluster 2
30375,Hailey23@gmail.com,Cluster 1,Cluster 2
51649,Rhonda68@gmail.com,Cluster 1,Cluster 2
25698,Donna51@gmail.com,Cluster 3,Cluster 1
23208,Danny56@gmail.com,Cluster 3,Cluster 1
29675,Gina94@gmail.com,Cluster 4,Cluster 1
60400,Tyrone82@gmail.com,Cluster 3,Cluster 1
38934,Kayla89@gmail.com,Cluster 3,Cluster 1
16293,Breanna51@gmail.com,Cluster 1,Cluster 2
41692,Laurie40@gmail.com,Cluster 1,Cluster 2
50327,Phillip68@gmail.com,Cluster 3,Cluster 1
38584,Kathy33@gmail.com,Cluster 3,Cluster 1
24679,Derek9@gmail.com,Cluster 4,Cluster 1
39991,Kimberly51@gmail.com,Cluster 3,Cluster 1
37748,Kaitlyn63@gmail.com,Cluster 4,Cluster 1
43025,Louis40@gmail.com,Cluster 3,Cluster 1
10915,Alex38@gmail.com,Cluster 3,Cluster 1
62310,Yvonne11@gmail.com,Cluster 3,Cluster 1
54232,Scott89@gmail.com,Cluster 1,Cluster 2
35403,Joanna90@gmail.com,Cluster 3,Cluster 1
30852,Heather31@gmail.com,Cluster 1,Cluster 2
38620,Kathy66@gmail.com,Cluster 1,Cluster 2
54477,Seth51@gmail.com,Cluster 3,Cluster 1
33809,Jeffrey46@gmail.com,Cluster 3,Cluster 1
39670,Kerry45@gmail.com,Cluster 3,Cluster 1
24749,Derrick77@gmail.com,Cluster 3,Cluster 1
38909,Kayla66@gmail.com,Cluster 1,Cluster 2
39096,Keith93@gmail.com,Cluster 3,Cluster 1
24917,Destiny80@gmail.com,Cluster 1,Cluster 2
39349,Kelsey55@gmail.com,Cluster 3,Cluster 1
33358,Jay55@gmail.com,Cluster 3,Cluster 1
48433,Nicholas12@gmail.com,Cluster 3,Cluster 1
56591,Stephanie22@gmail.com,Cluster 4,Cluster 1
31322,Holly52@gmail.com,Cluster 3,Cluster 1
54639,Shannon20@gmail.com,Cluster 4,Cluster 1
60496,Valerie85@gmail.com,Cluster 3,Cluster 1
38078,Karina66@gmail.com,Cluster 3,Cluster 1
50096,Peter36@gmail.com,Cluster 3,Cluster 1
41471,Laura21@gmail.com,Cluster 3,Cluster 1
45856,Megan31@gmail.com,Cluster 3,Cluster 1
28067,Evan7@gmail.com,Cluster 3,Cluster 1
56128,Sophia67@gmail.com,Cluster 3,Cluster 1
39283,Kelly84@gmail.com,Cluster 3,Cluster 1
45814,Meagan74@gmail.com,Cluster 3,Cluster 1
39547,Kenneth6@gmail.com,Cluster 3,Cluster 1
21695,Connie92@gmail.com,Cluster 3,Cluster 1
47369,Misty20@gmail.com,Cluster 3,Cluster 1
34399,Jerome42@gmail.com,Cluster 3,Cluster 1
38129,Karl81@gmail.com,Cluster 3,Cluster 1
19377,Chad27@gmail.com,Cluster 3,Cluster 1
44894,Mark34@gmail.com,Cluster 3,Cluster 1
15784,Brad43@gmail.com,Cluster 4,Cluster 1
45646,Maurice87@gmail.com,Cluster 3,Cluster 1
52673,Roger78@gmail.com,Cluster 3,Cluster 1
34681,Jessica47@gmail.com,Cluster 3,Cluster 1
51933,Rickey58@gmail.com,Cluster 4,Cluster 1
49169,Paige27@gmail.com,Cluster 3,Cluster 1
55127,Sheila24@gmail.com,Cluster 3,Cluster 1
39391,Kelsey96@gmail.com,Cluster 3,Cluster 1
47436,Misty89@gmail.com,Cluster 4,Cluster 1
35302,Joann68@gmail.com,Cluster 4,Cluster 1
33792,Jeffrey30@gmail.com,Cluster 3,Cluster 1
19237,Catherine96@gmail.com,Cluster 3,Cluster 1
19754,Chelsea32@gmail.com,Cluster 4,Cluster 1
29911,Gloria92@gmail.com,Cluster 4,Cluster 1
38739,Katie84@gmail.com,Cluster 3,Cluster 1
49485,Patricia67@gmail.com,Cluster 3,Cluster 1
21711,Connor18@gmail.com,Cluster 4,Cluster 1
22132,Craig72@gmail.com,Cluster 3,Cluster 1
33766,Jeffery98@gmail.com,Cluster 3,Cluster 1
60728,Veronica84@gmail.com,Cluster 4,Cluster 1
10305,Adrian18@gmail.com,Cluster 3,Cluster 1
13660,Antonio40@gmail.com,Cluster 3,Cluster 1
49189,Paige4@gmail.com,Cluster 3,Cluster 1
15750,Bonnie91@gmail.com,Cluster 4,Cluster 1
11670,Alison29@gmail.com,Cluster 4,Cluster 1
